as_of,value,status
2012-08-01,7510.43,ok
2012-09-01,8087.74,ok
2012-10-01,8062.03,ok
2012-11-01,7711.23,ok
2012-12-01,7966.49,ok
2013-01-01,8053.74,ok
2013-02-01,8060.93,ok
2013-03-01,7652.38,ok
2013-04-01,7221.16,ok
2013-05-01,7248.71,ok
2013-06-01,7000.24,ok
2013-07-01,6906.64,ok
2013-08-01,7186.25,ok
2013-09-01,7159.27,ok
2013-10-01,7203.02,ok
2013-11-01,7070.65,ok
2013-12-01,7214.9,ok
2014-01-01,7291.47,ok
2014-02-01,7149.21,ok
2014-03-01,6650.04,ok
2014-04-01,6673.56,ok
2014-05-01,6891.12,ok
2014-06-01,6821.14,ok
2014-07-01,7113.38,ok
2014-08-01,7001.84,ok
2014-09-01,6872.22,ok
2014-10-01,6737.48,ok
2014-11-01,6712.85,ok
2014-12-01,6446.45,ok
2015-01-01,5830.54,ok
2015-02-01,5729.27,ok
2015-03-01,5939.67,ok
2015-04-01,6042.09,ok
2015-05-01,6294.78,ok
2015-06-01,5833.01,ok
2015-07-01,5456.75,ok
2015-08-01,5127.3,ok
2015-09-01,5217.25,ok
2015-10-01,5216.09,ok
2015-11-01,4799.9,ok
2015-12-01,4638.83,ok
2016-01-01,4471.79,ok
2016-02-01,4598.62,ok
2016-03-01,4953.8,ok
2016-04-01,4872.74,ok
2016-05-01,4694.54,ok
2016-06-01,4641.97,ok
2016-07-01,4864.9,ok
2016-08-01,4751.67,ok
2016-09-01,4722.2,ok
2016-10-01,4731.26,ok
2016-11-01,5450.93,ok
2016-12-01,5660.35,ok
2017-01-01,5754.56,ok
2017-02-01,5940.91,ok
2017-03-01,5824.63,ok
2017-04-01,5683.9,ok
2017-05-01,5599.56,ok
2017-06-01,5719.76,ok
2017-07-01,5985.12,ok
2017-08-01,6485.62,ok
2017-09-01,6577.17,ok
2017-10-01,6807.6,ok
2017-11-01,6826.55,ok
2017-12-01,6833.89,ok
2018-01-01,7065.85,ok
2018-02-01,7006.52,ok
2018-03-01,6799.18,ok
2018-04-01,6851.51,ok
2018-05-01,6825.27,ok
2018-06-01,6965.86,ok
2018-07-01,6250.75,ok
2018-08-01,6051.05,ok
2018-09-01,6050.76,ok
2018-10-01,6219.59,ok
2018-11-01,6195.92,ok
2018-12-01,6075.32,ok
2019-01-01,5939.1,ok
2019-02-01,6300.49,ok
2019-03-01,6439.46,ok
2019-04-01,6438.36,ok
2019-05-01,6017.9,ok
2019-06-01,5882.23,ok
2019-07-01,5941.2,ok
2019-08-01,5709.44,ok
2019-09-01,5759.25,ok
2019-10-01,5757.3,ok
2019-11-01,5859.95,ok
2019-12-01,6077.06,ok
2020-01-01,6031.21,ok
2020-02-01,5687.75,ok
2020-03-01,5182.63,ok
2020-04-01,5057.97,ok
2020-05-01,5239.83,ok
2020-06-01,5754.6,ok
